itemset,support
"('Unknown Song',)",0.0497684334338013
"('Unknown Song',)",0.0205836947732117
"('Unknown Song',)",0.0319047268984782
"('Unknown Song',)",0.0224215246636771
"('Unknown Song',)",0.023009630228626
"('Unknown Song',)",0.0236712489891935
"('Unknown Song',)",0.0283760935087848
"('Unknown Song',)",0.0720429317062412
"('Unknown Song',)",0.0307285157685804
"('Unknown Song',)",0.0346247151363669
"('Unknown Song',)",0.085201793721973
"('Unknown Song',)",0.1170330074248327
"('Unknown Song',)",0.090347717415276
"('Unknown Song',)",0.0742483275747996
"('Unknown Song',)",0.0360949790487392
"('Unknown Song',)",0.048886275086378
"('Unknown Song',)",0.0908623097846063
"('Unknown Song',)",0.0777034477688745
"('Unknown Song',)",0.0577813717562302
"('Unknown Song',)",0.0843196353745497
"('Unknown Song',)",0.0267588032051753
"('Unknown Song',)",0.036903624200544
"('Unknown Song',)",0.0782915533338234
"('Unknown Song',)",0.1219583915312798
"('Unknown Song',)",0.1329853708740719
"('Unknown Song',)",0.1105638462103947
"('Unknown Song',)",0.055355436300816
"('Unknown Song',)",0.0772623685951628
"('Unknown Song',)",0.0528559876497831
"('Unknown Song',)",0.0337425567889436
"('Unknown Song',)",0.0594721752554583
"('Unknown Song',)",0.0581489377343233
"('Unknown Song',)",0.0588105564948908
"('Unknown Song',)",0.0660883628611335
"('Unknown Song',)",0.0330074248327574
"('Unknown Song',)",0.0563846210394765
"('Unknown Song',)",0.0476365507608615
"('Unknown Song',)",0.0568257002131882
"('Unknown Song',)",0.0251415129015658
"('Unknown Song',)",0.0710872601631993
"('Unknown Song',)",0.0541057119752995
"('Unknown Song',)",0.0527089612585459
"('Unknown Song',)",0.0499889730206572
"('Unknown Song',)",0.091303388958318
"('Unknown Song',)",0.0622656766889656
"('Unknown Song',)",0.0489597882819966
"('Unknown Song',)",0.0261706976402264
"('Unknown Song',)",0.0491803278688524
"('Unknown Song',)",0.139233992501654
"('Unknown Song',)",0.0260971844446078
"('Unknown Song',)",0.0200691024038814
"('Unknown Song',)",0.0241123281629052
"('Unknown Song',)",0.0273469087701242
"('Unknown Song',)",0.0512386973461736
"('Unknown Song',)",0.1119605969271484
"('Unknown Song',)",0.0860839520693964
"('Unknown Song',)",0.0227890906417701
"('Unknown Song',)",0.0267588032051753
"('Unknown Song',)",0.0915239285451738
"('Unknown Song',)",0.0201426155995001
"('Unknown Song',)",0.0292582518562081
"('Unknown Song',)",0.0244063809453796
"('Unknown Song',)",0.0205836947732117
"('Unknown Song',)",0.0358744394618834
"('Unknown Song',)",0.037271190178637
"('Unknown Song',)",0.023009630228626
"('Unknown Song',)",0.0350657943100786
"('Unknown Song',)",0.0284496067044034
"('Unknown Song',)",0.0426376534587958
"('Unknown Song',)",0.0396971256340513
"('Unknown Song',)",0.0310960817466735
"('Unknown Song',)",0.030802028964199
"('Unknown Song',)",0.0436668381974564
"('Unknown Song',)",0.0413879291332794
"('Unknown Song',)",0.0380063221348232
"('Unknown Song',)",0.0316106741160038
"('Unknown Song',)",0.0541792251709181
"('Unknown Song',)",0.0442549437624053
"('Unknown Song',)",0.0386679408953907
"('Unknown Song',)",0.0297728442255384
"('Unknown Song',)",0.0949790487392487
"('Unknown Song',)",0.0328603984415202
"('Unknown Song',)",0.0485922223039035
"('Unknown Song',)",0.0333749908108505
"('Unknown Song',)",0.0371241637873998
"('Unknown Song',)",0.0397706388296699
"('Unknown Song',)",0.0871866500036756
"('Unknown Song',)",0.0253620524884216
"('Unknown Song',)",0.0237447621848121
"('Unknown Song',)",0.0273469087701242
"('Unknown Song',)",0.0424906270675586
"('Unknown Song',)",0.0250679997059472
"('Unknown Song',)",0.0290377122693523
"('Unknown Song',)",0.021098287142542
"('Unknown Song',)",0.023965301771668
"('Unknown Song',)",0.0250679997059472
"('Unknown Song',)",0.0209512607513048
"('Unknown Song',)",0.0326398588546644
"('Unknown Song',)",0.0561640814526207
"('Unknown Song',)",0.0226420642505329
"('Unknown Song',)",0.0291112254649709
"('Unknown Song',)",0.0541792251709181
"('Unknown Song',)",0.0520473424979783
"('Unknown Song',)",0.0964493126516209
"('Unknown Song',)",0.0230831434242446
"('Unknown Song',)",0.0596192016466955
"('Unknown Song',)",0.054767330735867
"('Unknown Song',)",0.0897596118503271
"('Unknown Song',)",0.0258766448577519
"('Unknown Song',)",0.0640299933838123
"('Unknown Song',)",0.0606483863853561
"('Unknown Song',)",0.0821877527016099
"('Unknown Song',)",0.0259501580533705
"('Unknown Song',)",0.0444019701536425
"('Unknown Song',)",0.0257296184665147
"('Unknown Song',)",0.0504300521943688
"('Unknown Song',)",0.0541792251709181
"('Unknown Song',)",0.1021098287142542
"('Unknown Song',)",0.0225685510549143
"('Unknown Song',)",0.0260236712489891
"('Unknown Song',)",0.0896125854590899
"('Unknown Song',)",0.0633683746232448
"('Unknown Song',)",0.0266117768139381
"('Unknown Song',)",0.0524149084760714
"('Unknown Song',)",0.0924796000882158
"('Unknown Song',)",0.051532750128648
"('Unknown Song',)",0.0282290671175476
"('Unknown Song',)",0.0940233771962067
"('Unknown Song',)",0.106888186429464
"('Unknown Song',)",0.0486657354995221
"('Unknown Song',)",0.0591781224729839
"('Unknown Song',)",0.0212453135337793
"('Unknown Song',)",0.0623391898845842
"('Unknown Song',)",0.0335220172020877
"('Unknown Song',)",0.0306550025729618
"('Unknown Song',)",0.0313166213335293
"('Unknown Song',)",0.034036609571418
"('Unknown Song',)",0.0327868852459016
"('Unknown Song',)",0.0235242225979563
"('Unknown Song',)",0.0237447621848121
"('Unknown Song',)",0.0338895831801808
"('Unknown Song',)",0.0347717415276042
"('Unknown Song',)",0.0368301110049253
"('Unknown Song',)",0.0489597882819966
"('Unknown Song',)",0.055723002278909
"('Unknown Song',)",0.0267588032051753
"('Unknown Song',)",0.0300668970080129
"('Unknown Song',)",0.055723002278909
"('Unknown Song',)",0.0540321987796809
"('Unknown Song',)",0.0617510843196353
"('Unknown Song',)",0.0249944865103286
"('Unknown Song',)",0.0321987796809527
"('Unknown Song',)",0.0354333602881717
"('Unknown Song',)",0.0271263691832683
"('Unknown Song',)",0.0409468499595677
"('Unknown Song',)",0.0747629199441299
"('Unknown Song',)",0.0248474601190913
"('Unknown Song',)",0.0328603984415202
"('Unknown Song',)",0.0302874365948687
"('Unknown Song',)",0.0219804454899654
"('Unknown Song',)",0.0276409615525986
"('Unknown Song',)",0.0219069322943468
"('Unknown Song',)",0.070940233771962
"('Unknown Song',)",0.0499889730206572
"('Unknown Song',)",0.0391090200691024
"('Unknown Song',)",0.0341101227670366
"('Unknown Song',)",0.0201426155995001
"('Unknown Song',)",0.0341101227670366
"('Unknown Song',)",0.02756744835698
"('Unknown Song',)",0.0231566566198632
"('Unknown Song',)",0.023965301771668
"('Unknown Song',)",0.0204366683819745
"('Unknown Song',)",0.0224950378592957
"('Unknown Song',)",0.0247004337278541
"('Unknown Song',)",0.0290377122693523
"('Unknown Song',)",0.024332867749761
"('Unknown Song',)",0.0232301698154818
"('Unknown Song',)",0.0215393663162537
"('Unknown Song',)",0.0519003161067411
"('Unknown Song',)",0.022053958685584
"('Unknown Song',)",0.0299198706167757
"('Unknown Song',)",0.0554289494964346
"('Unknown Song',)",0.023009630228626
"('Unknown Song',)",0.0296258178343012
"('Unknown Song',)",0.0249944865103286
"('Unknown Song',)",0.0287436594868778
"('Unknown Song',)",0.0241858413585238
"('Unknown Song',)",0.0532235536278762
"('Unknown Song',)",0.0346982283319855
"('Unknown Song',)",0.0216128795118723
"('Unknown Song',)",0.0219804454899654
"('Unknown Song',)",0.0490333014776152
"('Unknown Song',)",0.0508711313680805
"('Unknown Song',)",0.0352863338969345
"('Unknown Song',)",0.0363890318312137
"('Unknown Song',)",0.025288539292803
"('Unknown Song',)",0.0219069322943468
"('Unknown Song',)",0.0216863927074909
"('Unknown Song',)",0.0264647504227008
"('Unknown Song',)",0.0327868852459016
"('Unknown Song',)",0.0266852900095567
"('Unknown Song',)",0.0320517532897155
"('Unknown Song',)",0.0310960817466735
"('Unknown Song',)",0.0227155774461515
"('Unknown Song',)",0.0344776887451297
"('Unknown Song',)",0.0366830846136881
"('Unknown Song',)",0.0254355656840402
"('Unknown Song',)",0.0333749908108505
"('Unknown Song',)",0.0224215246636771
"('Unknown Song',)",0.034036609571418
"('Unknown Song',)",0.0352128207013158
"('Unknown Song',)",0.0312431081379107
"('Unknown Song',)",0.0238182753804307
"('Unknown Song',)",0.0276409615525986
"('Unknown Song',)",0.0294052782474454
"('Unknown Song',)",0.0260236712489891
"('Unknown Song',)",0.0219069322943468
"('Unknown Song',)",0.0349187679188414
"('Unknown Song',)",0.0333014776152319
"('Unknown Song',)",0.0561640814526207
"('Unknown Song',)",0.0302874365948687
"('Unknown Song',)",0.0505770785856061
"('Unknown Song',)",0.0272733955745056
"('Unknown Song',)",0.0310960817466735
"('Unknown Song',)",0.0238917885760494
"('Unknown Song',)",0.0254355656840402
"('Unknown Song',)",0.0509446445636991
"('Unknown Song',)",0.0293317650518268
"('Unknown Song',)",0.0377122693523487
"('Unknown Song',)",0.0285966330956406
"('Unknown Song',)",0.0205836947732117
"('Unknown Song',)",0.0263912372270822
"('Unknown Song',)",0.0208042343600676
"('Unknown Song',)",0.0208042343600676
"('Unknown Song',)",0.0230831434242446
"('Unknown Song',)",0.0217599059031096
"('Unknown Song',)",0.0210247739469234
"('Unknown Song',)",0.0245534073366169
"('Unknown Song',)",0.0302874365948687
"('Unknown Song',)",0.0255825920752775
"('Unknown Song',)",0.0237447621848121
"('Unknown Song', 'Unknown Song')",0.0205101815775931
"('Unknown Song', 'Unknown Song')",0.0250679997059472
"('Unknown Song', 'Unknown Song')",0.0201426155995001
"('Unknown Song', 'Unknown Song')",0.0394765860471954
"('Unknown Song', 'Unknown Song')",0.0288171726824965
"('Unknown Song', 'Unknown Song')",0.0365360582224509
"('Unknown Song', 'Unknown Song')",0.0410938763508049
"('Unknown Song', 'Unknown Song')",0.030802028964199
"('Unknown Song', 'Unknown Song')",0.0248474601190913
"('Unknown Song', 'Unknown Song')",0.0367565978093067
"('Unknown Song', 'Unknown Song')",0.0245534073366169
"('Unknown Song', 'Unknown Song')",0.0280085275306917
"('Unknown Song', 'Unknown Song')",0.0394765860471954
"('Unknown Song', 'Unknown Song')",0.0277879879438359
"('Unknown Song', 'Unknown Song')",0.0402117180033816
"('Unknown Song', 'Unknown Song')",0.0279350143350731
"('Unknown Song', 'Unknown Song')",0.0260236712489891
"('Unknown Song', 'Unknown Song')",0.0263177240314636
"('Unknown Song', 'Unknown Song')",0.0388149672866279
"('Unknown Song', 'Unknown Song')",0.0258766448577519
"('Unknown Song', 'Unknown Song')",0.0292582518562081
"('Unknown Song', 'Unknown Song')",0.0230831434242446
"('Unknown Song', 'Unknown Song')",0.0480776299345732
"('Unknown Song', 'Unknown Song')",0.0457252076747776
"('Unknown Song', 'Unknown Song')",0.0502830258031316
"('Unknown Song', 'Unknown Song')",0.0485187091082849
"('Unknown Song', 'Unknown Song')",0.0541057119752995
"('Unknown Song', 'Unknown Song')",0.0299198706167757
"('Unknown Song', 'Unknown Song')",0.0590310960817466
"('Unknown Song', 'Unknown Song')",0.0591046092773652
"('Unknown Song', 'Unknown Song')",0.0261706976402264
"('Unknown Song', 'Unknown Song')",0.0421965742850841
"('Unknown Song', 'Unknown Song')",0.0242593545541424
"('Unknown Song', 'Unknown Song')",0.030802028964199
"('Unknown Song', 'Unknown Song')",0.0288906858781151
"('Unknown Song', 'Unknown Song')",0.039182533264721
"('Unknown Song', 'Unknown Song')",0.0415349555245166
"('Unknown Song', 'Unknown Song')",0.0224215246636771
"('Unknown Song', 'Unknown Song')",0.02756744835698
"('Unknown Song', 'Unknown Song')",0.0383738881129162
"('Unknown Song', 'Unknown Song')",0.0240388149672866
"('Unknown Song', 'Unknown Song')",0.0292582518562081
"('Unknown Song', 'Unknown Song')",0.0416819819157538
"('Unknown Song', 'Unknown Song')",0.0255825920752775
"('Unknown Song', 'Unknown Song')",0.0416084687201352
"('Unknown Song', 'Unknown Song')",0.0279350143350731
"('Unknown Song', 'Unknown Song')",0.0267588032051753
"('Unknown Song', 'Unknown Song')",0.0277879879438359
"('Unknown Song', 'Unknown Song')",0.039550099242814
"('Unknown Song', 'Unknown Song')",0.0260236712489891
"('Unknown Song', 'Unknown Song')",0.0266117768139381
"('Unknown Song', 'Unknown Song')",0.0405792839814746
"('Unknown Song', 'Unknown Song')",0.0388884804822465
"('Unknown Song', 'Unknown Song')",0.048298169521429
"('Unknown Song', 'Unknown Song')",0.0485187091082849
"('Unknown Song', 'Unknown Song')",0.0494743806513269
"('Unknown Song', 'Unknown Song')",0.025288539292803
"('Unknown Song', 'Unknown Song')",0.0500624862162758
"('Unknown Song', 'Unknown Song')",0.0499154598250385
"('Unknown Song', 'Unknown Song')",0.027199882378887
"('Unknown Song', 'Unknown Song')",0.0386679408953907
"('Unknown Song', 'Unknown Song')",0.0280085275306917
"('Unknown Song', 'Unknown Song')",0.0343306623538925
"('Unknown Song', 'Unknown Song')",0.0205836947732117
"('Unknown Song', 'Unknown Song')",0.0265382636183194
"('Unknown Song', 'Unknown Song')",0.0255090788796589
"('Unknown Song', 'Unknown Song')",0.0297728442255384
"('Unknown Song', 'Unknown Song')",0.0296993310299198
"('Unknown Song', 'Unknown Song')",0.0216863927074909
"('Unknown Song', 'Unknown Song')",0.0208042343600676
"('Unknown Song', 'Unknown Song')",0.0297728442255384
"('Unknown Song', 'Unknown Song')",0.0232301698154818
"('Unknown Song', 'Unknown Song')",0.0296258178343012
"('Unknown Song', 'Unknown Song')",0.0285966330956406
"('Unknown Song', 'Unknown Song')",0.0352128207013158
"('Unknown Song', 'Unknown Song')",0.0343306623538925
"('Unknown Song', 'Unknown Song')",0.0356538998750275
"('Unknown Song', 'Unknown Song')",0.0363890318312137
"('Unknown Song', 'Unknown Song')",0.036315518635595
"('Unknown Song', 'Unknown Song')",0.0200691024038814
"('Unknown Song', 'Unknown Song')",0.0273469087701242
"('Unknown Song', 'Unknown Song')",0.0399911784165257
"('Unknown Song', 'Unknown Song')",0.0211718003381607
"('Unknown Song', 'Unknown Song')",0.0256561052708961
"('Unknown Song', 'Unknown Song')",0.0380798353304418
"('Unknown Song', 'Unknown Song')",0.0225685510549143
"('Unknown Song', 'Unknown Song')",0.0284496067044034
"('Unknown Song', 'Unknown Song')",0.0392560464603396
"('Unknown Song', 'Unknown Song')",0.023965301771668
"('Unknown Song', 'Unknown Song')",0.039182533264721
"('Unknown Song', 'Unknown Song')",0.0249209733147099
"('Unknown Song', 'Unknown Song')",0.0260971844446078
"('Unknown Song', 'Unknown Song')",0.0263912372270822
"('Unknown Song', 'Unknown Song')",0.0394030728515768
"('Unknown Song', 'Unknown Song')",0.0255090788796589
"('Unknown Song', 'Unknown Song')",0.0249209733147099
"('Unknown Song', 'Unknown Song')",0.0380063221348232
"('Unknown Song', 'Unknown Song')",0.0367565978093067
"('Unknown Song', 'Unknown Song')",0.0451371021098287
"('Unknown Song', 'Unknown Song')",0.0450635889142101
"('Unknown Song', 'Unknown Song')",0.0467543924134382
"('Unknown Song', 'Unknown Song')",0.0249944865103286
"('Unknown Song', 'Unknown Song')",0.0468279056090568
"('Unknown Song', 'Unknown Song')",0.0458722340660148
"('Unknown Song', 'Unknown Song')",0.0249944865103286
"('Unknown Song', 'Unknown Song')",0.0358009262662647
"('Unknown Song', 'Unknown Song')",0.0227890906417701
"('Unknown Song', 'Unknown Song')",0.0263912372270822
"('Unknown Song', 'Unknown Song')",0.0388884804822465
"('Unknown Song', 'Unknown Song')",0.0251415129015658
"('Unknown Song', 'Unknown Song')",0.0328603984415202
